,loss,accuracy,val_loss,val_accuracy,lr
18,0.14025138318538666,0.9529774785041809,0.1198740005493164,0.9651162624359131,2.2467088e-06
19,0.14864708483219147,0.946986198425293,0.12050658464431763,0.9651162624359131,2.1343733e-06
,0,1,2
0,223,5,0
1,6,222,3
2,1,20,210
,pneumonia,covid,normal,accuracy,macro avg,weighted avg
precision,0.9695652173913043,0.8987854251012146,0.9859154929577465,0.9492753623188406,0.9514220451500884,0.951343161792518
recall,0.9780701754385965,0.961038961038961,0.9090909090909091,0.9492753623188406,0.9494000151894889,0.9492753623188406
f1-score,0.9737991266375545,0.9288702928870294,0.9459459459459459,0.9492753623188406,0.9495384551568433,0.9494329739764924
support,228.0,231.0,231.0,0.9492753623188406,690.0,690.0
